stid,name,lat,lon,date_time,wind_speed,wind_direction
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T05:20:00Z,1.343,20.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T05:30:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T05:40:00Z,1.79,324.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T05:50:00Z,0.448,340.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T06:00:00Z,0.448,338.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T06:10:00Z,0.448,5.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T06:20:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T06:30:00Z,0.448,27.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T06:40:00Z,1.343,52.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T06:50:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T07:00:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T07:10:00Z,1.343,23.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T07:20:00Z,0.895,11.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T07:30:00Z,1.343,57.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T07:40:00Z,0.448,24.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T07:50:00Z,0.895,15.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T08:00:00Z,1.343,5.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T08:10:00Z,1.343,24.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T08:20:00Z,0.448,22.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T08:30:00Z,0.895,355.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T08:40:00Z,1.343,333.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T08:50:00Z,2.233,355.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T09:00:00Z,0.895,319.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T09:10:00Z,1.343,15.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T09:20:00Z,1.343,44.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T09:30:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T09:40:00Z,0.895,340.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T09:50:00Z,0.895,355.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T10:10:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T10:20:00Z,0.448,355.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T10:30:00Z,0.895,350.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T10:40:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T10:50:00Z,0.448,60.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T11:00:00Z,0.448,25.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T11:10:00Z,0.448,17.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T11:20:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T11:30:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T11:40:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T11:50:00Z,0.895,179.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T12:00:00Z,1.79,194.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T12:10:00Z,1.343,182.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T12:20:00Z,1.343,206.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T12:30:00Z,1.343,211.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T12:40:00Z,1.343,217.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T12:50:00Z,0.895,178.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T13:00:00Z,1.343,229.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T13:10:00Z,2.233,221.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T13:20:00Z,1.343,237.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T13:30:00Z,2.68,230.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T13:40:00Z,2.233,184.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T13:50:00Z,1.79,236.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T14:00:00Z,2.233,231.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T14:10:00Z,1.343,238.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T14:20:00Z,2.233,205.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T14:30:00Z,1.79,221.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T14:40:00Z,3.128,221.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T14:50:00Z,2.68,213.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T15:00:00Z,0.448,211.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T15:10:00Z,1.343,242.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T15:20:00Z,1.79,276.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T15:30:00Z,2.68,234.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T15:40:00Z,4.023,275.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T15:50:00Z,1.79,307.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T16:00:00Z,5.813,350.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T16:10:00Z,2.68,312.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T16:20:00Z,7.151,315.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T16:30:00Z,3.128,246.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T16:40:00Z,2.68,340.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T16:50:00Z,4.471,332.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T17:00:00Z,5.366,286.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T17:10:00Z,3.128,300.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T17:20:00Z,1.79,312.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T17:30:00Z,7.151,309.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T17:40:00Z,8.046,290.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T17:50:00Z,4.471,329.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T18:00:00Z,5.366,313.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T18:10:00Z,3.575,265.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T18:20:00Z,5.366,25.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T18:30:00Z,3.128,300.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T18:40:00Z,4.918,281.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T18:50:00Z,2.233,329.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T19:00:00Z,4.918,292.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T19:10:00Z,4.918,346.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T19:20:00Z,5.813,317.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T19:30:00Z,3.575,271.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T19:40:00Z,3.575,319.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T19:50:00Z,2.233,335.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T20:00:00Z,0.895,279.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T20:10:00Z,5.366,316.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T20:20:00Z,0.895,17.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T20:30:00Z,1.79,314.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T20:40:00Z,4.471,297.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T20:50:00Z,6.703,309.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T21:00:00Z,7.598,326.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T21:10:00Z,4.918,298.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T21:20:00Z,4.471,336.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T21:30:00Z,5.813,338.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T21:40:00Z,2.233,308.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T21:50:00Z,1.343,340.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T22:00:00Z,5.366,311.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T22:10:00Z,6.261,334.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T22:20:00Z,3.575,314.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T22:30:00Z,2.233,327.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T22:40:00Z,5.813,315.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T23:00:00Z,4.471,329.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T23:10:00Z,4.471,313.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T23:20:00Z,1.343,342.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T23:30:00Z,2.68,258.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-07T23:50:00Z,5.366,312.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T00:00:00Z,4.023,339.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T00:10:00Z,4.023,271.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T00:20:00Z,4.918,310.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T00:30:00Z,4.023,318.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T00:40:00Z,3.128,307.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T00:50:00Z,3.575,312.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T01:00:00Z,6.261,314.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T01:10:00Z,5.813,335.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T01:40:00Z,2.68,311.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T01:50:00Z,6.261,316.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T02:00:00Z,3.128,307.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T02:10:00Z,4.023,355.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T02:20:00Z,4.023,337.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T02:30:00Z,4.471,329.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T02:40:00Z,5.366,332.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T02:50:00Z,4.918,296.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T03:00:00Z,2.233,300.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T03:10:00Z,1.79,338.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T03:20:00Z,3.128,294.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T03:30:00Z,2.68,319.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T03:40:00Z,2.233,311.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T03:50:00Z,2.68,278.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T04:00:00Z,3.575,300.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T04:10:00Z,8.046,316.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T04:20:00Z,3.128,282.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T04:30:00Z,1.343,311.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T04:40:00Z,2.233,295.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T04:50:00Z,2.68,281.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T05:00:00Z,2.233,310.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T05:10:00Z,0.895,343.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T05:20:00Z,1.79,321.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T05:30:00Z,3.575,314.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T05:40:00Z,0.895,347.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T05:50:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T06:00:00Z,1.79,331.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T06:10:00Z,1.343,324.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T06:20:00Z,3.128,302.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T06:30:00Z,2.68,339.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T06:40:00Z,1.343,309.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T06:50:00Z,1.79,292.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T07:00:00Z,1.343,296.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T07:10:00Z,2.233,329.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T07:20:00Z,1.79,304.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T07:30:00Z,0.895,330.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T07:40:00Z,1.79,310.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T07:50:00Z,2.68,272.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T08:10:00Z,2.233,313.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T08:20:00Z,2.233,302.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T08:30:00Z,0.448,319.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T08:40:00Z,0.448,340.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T08:50:00Z,0.448,297.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T09:00:00Z,1.343,325.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T09:10:00Z,2.233,338.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T09:20:00Z,1.79,346.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T09:30:00Z,0.895,323.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T09:40:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T09:50:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T10:10:00Z,0.895,319.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T10:20:00Z,0.895,312.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T10:30:00Z,1.79,310.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T10:40:00Z,0.448,321.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T10:50:00Z,2.233,332.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T11:00:00Z,1.79,309.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T11:10:00Z,1.343,322.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T11:20:00Z,1.343,314.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T11:30:00Z,1.79,333.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T11:40:00Z,2.233,336.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T11:50:00Z,1.79,19.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T12:00:00Z,1.343,323.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T12:10:00Z,0.895,297.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T12:20:00Z,1.79,312.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T12:30:00Z,1.343,317.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T12:40:00Z,0.895,340.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T12:50:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T13:00:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T13:10:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T13:20:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T13:30:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T13:40:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T13:50:00Z,0.895,113.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T14:00:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T14:10:00Z,0.448,217.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T14:20:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T14:30:00Z,0.895,309.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T14:40:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T14:50:00Z,1.343,5.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T15:00:00Z,1.79,332.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T15:10:00Z,1.343,331.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T15:20:00Z,0.448,360.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T15:30:00Z,1.343,9.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T15:40:00Z,2.68,315.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T15:50:00Z,1.343,342.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T16:00:00Z,0.448,5.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T16:10:00Z,1.343,67.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T16:20:00Z,0.448,343.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T16:30:00Z,1.79,36.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T16:40:00Z,0.895,9.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T16:50:00Z,2.68,312.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T17:00:00Z,2.233,24.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T17:10:00Z,1.343,360.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T17:20:00Z,2.233,325.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T17:30:00Z,2.233,339.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T17:40:00Z,1.343,244.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T17:50:00Z,1.343,346.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T18:00:00Z,0.895,280.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T18:10:00Z,1.79,281.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T18:20:00Z,3.575,335.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T18:30:00Z,1.343,315.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T18:40:00Z,2.233,336.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T18:50:00Z,1.343,325.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T19:00:00Z,2.233,300.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T19:10:00Z,3.575,344.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T19:20:00Z,1.343,213.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T19:30:00Z,1.79,12.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T19:40:00Z,2.233,345.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T19:50:00Z,0.895,30.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T20:00:00Z,0.895,311.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T20:10:00Z,1.79,299.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T20:20:00Z,2.233,324.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T20:30:00Z,0.895,304.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T20:40:00Z,1.79,360.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T20:50:00Z,0.895,340.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T21:00:00Z,1.79,321.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T21:10:00Z,1.343,355.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T21:20:00Z,0.895,360.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T21:30:00Z,1.343,335.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T21:40:00Z,0.895,334.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T21:50:00Z,0.895,323.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T22:00:00Z,0.895,325.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T22:10:00Z,0.448,323.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T22:20:00Z,0.895,334.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T22:30:00Z,0.895,336.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T22:40:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T22:50:00Z,0.448,340.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T23:00:00Z,1.343,333.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T23:10:00Z,0.448,345.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T23:20:00Z,0.895,360.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T23:30:00Z,0.448,355.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T23:40:00Z,1.343,333.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-08T23:50:00Z,0.448,355.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T00:00:00Z,0.895,337.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T00:10:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T00:20:00Z,0.448,338.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T00:30:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T00:40:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T00:50:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T01:00:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T01:10:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T01:20:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T01:30:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T01:40:00Z,1.79,203.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T01:50:00Z,0.895,234.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T02:00:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T02:10:00Z,0.448,223.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T02:20:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T02:30:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T02:40:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T02:50:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T03:00:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T03:10:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T03:20:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T03:30:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T03:40:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T03:50:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T04:00:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T04:10:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T04:20:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T04:30:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T04:40:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T04:50:00Z,0.895,82.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T05:00:00Z,0.895,94.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T05:10:00Z,1.343,96.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T05:20:00Z,0.895,97.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T05:30:00Z,0.448,83.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T05:40:00Z,0.0,0.0
0512W,Hofstra University South Campus,40.71308,-73.59826,2026-01-09T05:50:00Z,0.0,0.0
